Aug 25 2023 05:30AM,Coforge Ltd,COFORGE,3000000-8000000,0-25,50-75,GGRR 4738.650166446307 4776.183333333333,PP
Aug 10 2023 05:30AM,Max Ventures and Industries Ltd,MAXVIL,0-3000000,0-25,50-75,GGGG 203.25943087009364 202.2833333333333,SuperTrendSuperTrendEWMPP
Sep 08 2023 05:30AM,Great Eastern Shipping Company Ltd,GESHIP,0-3000000,0-25,50-75,GGGG 779.5708333333333 774.6,PP
Oct 11 2023 05:30AM,KPIT Technologies Ltd,KPITTECH,0-3000000,0-25,50-75,GGRG 1135.0666666666668 1136.5333333333335,SuperTrendSuperTrendEWMTrianglePatternWithHAPDCBPP
Oct 12 2023 05:30AM,HEG Ltd,HEG,0-3000000,0-25,50-75,GGGR 1767.7398862431971 1770.7833333333335,PP
Oct 12 2023 05:30AM,Surya Roshni Ltd,SURYAROSNI,0-3000000,25-50,50-75,GGGG 500.7195506651028 513.61,PP
Oct 12 2023 05:30AM,Kitex Garments Ltd,KITEX,0-3000000,0-25,50-75,GGRR 202.84564852313875 204.8166666666667,PP
Oct 12 2023 05:30AM,Spandana Sphoorty Financial Ltd,SPANDANA,0-3000000,0-25,50-75,GGRR 800.5541666666667 807.15,PP
Oct 12 2023 05:30AM,Hariom Pipe Industries Ltd,HARIOMPIPE,0-3000000,0-25,50-75,GGGG 607.75 603.0333333333333,PP
Oct 13 2023 05:30AM,Everest Industries Ltd,EVERESTIND,0-3000000,0-25,50-75,GGGR 1123.8099639334387 1133.1000000000001,PP
Oct 13 2023 05:30AM,V I P Industries Ltd,VIPIND,0-3000000,0-25,50-75,GGRG 671.9798536352969 672.6666666666666,PP
Oct 13 2023 05:30AM,APL Apollo Tubes Ltd,APLAPOLLO,0-3000000,0-25,50-75,GGGR 1642.989327943623 1648.0333333333335,SuperTrendSuperTrendEWMPP
Oct 13 2023 05:30AM,Kaveri Seed Company Ltd,KSCL,0-3000000,0-25,50-75,GGRR 590.5875 596.3833333333333,RsaTrendPDCBPP
Oct 13 2023 05:30AM,Arvind Fashions Ltd,ARVINDFASN,0-3000000,0-25,50-75,GGGG 327.1625 327.05,PDCBPP
Oct 13 2023 05:30AM,Glenmark Life Sciences Ltd,GLS,0-3000000,0-25,50-75,GGGG 638.131707790494 633.7333333333333,PP
Oct 16 2023 05:30AM,Kalpataru Power Transmission Ltd,KALPATPOWR,0-3000000,0-25,50-75,GGGG 645.7686348158343 646.1833333333333,TrianglePatternWithHAPDCBPP
Oct 16 2023 05:30AM,Ksolves India Ltd,KSOLVES,0-3000000,0-25,50-75,GGGG 1095.6541666666667 1077.8833333333334,SuperTrendTrianglePatternWithHAPP
Oct 17 2023 05:30AM,Goodyear India Ltd,GOODYEAR,0-3000000,25-50,50-75,GGGG 1333.7916666666667 1320.6333333333334,SuperTrendPP
Oct 17 2023 05:30AM,Jindal Poly Films Ltd,JINDALPOLY,0-3000000,25-50,50-75,GGRR 684.6833333333334 681.6666666666666,PP
Oct 17 2023 05:30AM,Rajratan Global Wire Ltd,RAJRATAN,0-3000000,0-25,50-75,GGGG 776.025 776.1666666666666,PP
Oct 17 2023 05:30AM,Pokarna Ltd,POKARNA,0-3000000,25-50,50-75,GGGG 503.9719505411379 506.3999999999999,PP
Oct 17 2023 05:30AM,Just Dial Ltd,JUSTDIAL,0-3000000,0-25,50-75,GGRG 737.3041666666667 733.4833333333332,PP
