Oct 12 2023 12:30PM,HEG Ltd,HEG,0-3000000,25-50,50-75,GGRG 1778.9932291666667 1771.3166666666666,PP
Oct 12 2023 12:30PM,V I P Industries Ltd,VIPIND,0-3000000,0-25,50-75,GGRR 671.3875 672.6,TrianglePatternWithHAPP
Oct 12 2023 12:30PM,Kitex Garments Ltd,KITEX,0-3000000,0-25,50-75,GGGG 202.99062500000002 205.10000000000002,PP
Oct 12 2023 12:30PM,Pokarna Ltd,POKARNA,0-3000000,25-50,50-75,GGGG 504.9067708333334 507.2,PP
Oct 12 2023 12:30PM,SIS Ltd,SIS,0-3000000,0-25,50-75,GGRR 451.34999999999997 444.93333333333334,PP
Oct 12 2023 12:30PM,Glenmark Life Sciences Ltd,GLS,0-3000000,25-50,50-75,GGGG 639.1291666666667 634.1166666666667,PP
Oct 13 2023 12:30PM,Thyrocare Technologies Ltd,THYROCARE,0-3000000,0-25,50-75,GRRR 568.6166666666667 570.6833333333333,PP
Oct 16 2023 12:30PM,Jindal Poly Films Ltd,JINDALPOLY,0-3000000,0-25,50-75,GGRR 684.3333333333334 681.7333333333333,TrianglePatternWithHAPP
Oct 16 2023 12:30PM,Pokarna Ltd,POKARNA,0-3000000,25-50,50-75,GRGG 504.1385416666667 507.2,PP
Oct 17 2023 12:30PM,Heritage Foods Ltd,HERITGFOOD,0-3000000,25-50,50-75,GGGG 248.0625 243.78333333333333,PP
Oct 17 2023 12:30PM,Va Tech Wabag Ltd,WABAG,0-3000000,0-25,50-75,GGGG 451.95833333333337 440.3666666666667,PP
Oct 17 2023 12:30PM,5Paisa Capital Ltd,5PAISA,0-3000000,0-25,50-75,GGRG 448.575 446.45,PP
Oct 19 2023 12:30PM,Kirloskar Ferrous Industries Ltd,KIRLFER,0-3000000,0-25,50-75,GGGG 472.3541666666667 473.84999999999997,PP
Oct 19 2023 12:30PM,CreditAccess Grameen Ltd,CREDITACC,0-3000000,0-25,50-75,GRRR 1376.9166666666667 1352.7666666666667,PP
Oct 19 2023 12:30PM,Bajaj Consumer Care Ltd,BAJAJCON,0-3000000,25-50,50-75,GGGG 240.34583333333333 236.28333333333333,PP
Oct 20 2023 12:30PM,Action Construction Equipment Ltd,ACE,0-3000000,0-25,50-75,GGGG 714.4375 705.1666666666666,PP
Oct 25 2023 12:30PM,Unichem Laboratories Ltd,UNICHEMLAB,0-3000000,0-25,50-75,GGRG 422.44687500000003 422.68333333333334,PP
Oct 25 2023 12:30PM,Torrent Pharmaceuticals Ltd,TORNTPHARM,0-3000000,0-25,50-75,GRRR 1860.1041666666667 1879.0166666666667,PP
Oct 25 2023 12:30PM,Bajaj Consumer Care Ltd,BAJAJCON,0-3000000,25-50,50-75,GGRR 240.30937500000002 236.28333333333333,PP
Oct 26 2023 12:30PM,Tata Investment Corporation Ltd,TATAINVEST,0-3000000,25-50,25-50,GRRR 2939.8958333333335 3066.383333333333,PP
Oct 26 2023 12:30PM,Mangalam Cement Ltd,MANGLMCEM,0-3000000,0-25,50-75,GGGG 355.9953125 366.01666666666665,PP
Oct 26 2023 12:30PM,Universal Cables Ltd,UNIVCABLES,0-3000000,0-25,25-50,GRGR 472.840625 483.6333333333334,PP
Oct 26 2023 12:30PM,PNB Housing Finance Ltd,PNBHOUSING,0-3000000,25-50,25-50,GRRR 680.5546875 692.6,PP
Oct 26 2023 12:30PM,Datamatics Global Services Ltd,DATAMATICS,0-3000000,0-25,50-75,GRGR 586.2041666666665 592.3833333333333,PP
Oct 26 2023 12:30PM,Shalby Ltd,SHALBY,0-3000000,25-50,25-50,GRRR 232.5119791666667 242.0,PP
Oct 26 2023 12:30PM,Pricol Ltd,PRICOLLTD,0-3000000,0-25,25-50,GRRR 315.6510416666667 321.40000000000003,PP
Oct 26 2023 12:30PM,Arvind Fashions Ltd,ARVINDFASN,0-3000000,25-50,25-50,GRRR 309.46666666666664 309.34999999999997,PP
Oct 26 2023 12:30PM,Hariom Pipe Industries Ltd,HARIOMPIPE,0-3000000,0-25,50-75,GRRR 607.1916666666666 602.6333333333333,PP
Oct 27 2023 12:30PM,Grindwell Norton Ltd,GRINDWELL,0-3000000,25-50,25-50,GGRR 1997.8249999999998 1936.7166666666662,PP
Oct 27 2023 12:30PM,Godfrey Phillips India Ltd,GODFRYPHLP,0-3000000,0-25,25-50,GGGR 2100.5609375 2131.4333333333334,PP
Oct 27 2023 12:30PM,Minda Corporation Ltd,MINDACORP,0-3000000,0-25,25-50,GGGR 330.1354166666667 337.0833333333333,PP
Oct 27 2023 12:30PM,Muthoot Finance Ltd,MUTHOOTFIN,0-3000000,25-50,50-75,GGRR 1271.1041666666667 1267.0166666666667,PP
Oct 27 2023 12:30PM,Action Construction Equipment Ltd,ACE,0-3000000,0-25,50-75,GGGR 714.4375 705.1666666666666,PP
Oct 27 2023 12:30PM,Interglobe Aviation Ltd,INDIGO,0-3000000,0-25,25-50,GGRR 2422.3593749999995 2409.266666666667,PP
