Oct 12 2023 03:30PM,Kitex Garments Ltd,KITEX,0-3000000,0-25,50-75,Oct 11 2023 01:30PM Oct 12 2023 11:30AM,PDCB
Oct 12 2023 03:30PM,Choice International Ltd,CHOICEIN,0-3000000,0-25,50-75,Oct 11 2023 01:30PM Oct 12 2023 11:30AM,PDCB
Oct 13 2023 03:30PM,APL Apollo Tubes Ltd,APLAPOLLO,0-3000000,25-50,50-75,Oct 12 2023 12:30PM Oct 13 2023 10:30AM,PDCB
Oct 13 2023 03:30PM,CMS Info Systems Ltd,CMSINFO,0-3000000,0-25,50-75,Oct 12 2023 12:30PM Oct 13 2023 10:30AM,RsaTrendPDCB
Oct 13 2023 03:30PM,Home First Finance Company India Ltd,HOMEFIRST,0-3000000,0-25,50-75,Oct 12 2023 12:30PM Oct 13 2023 10:30AM,PDCB
Oct 17 2023 03:30PM,Welspun Corp Ltd,WELCORP,0-3000000,50-75,75-100,Oct 17 2023 09:30AM Oct 17 2023 01:30PM,PDCB
Oct 18 2023 03:30PM,Supreme Industries Ltd,SUPREMEIND,0-3000000,25-50,75-100,Oct 17 2023 02:30PM Oct 18 2023 12:30PM,PDCB
Oct 18 2023 03:30PM,Kewal Kiran Clothing Ltd,KKCL,0-3000000,25-50,50-75,Oct 17 2023 02:30PM Oct 18 2023 12:30PM,PDCB
Oct 20 2023 03:30PM,RPG Life Sciences Ltd,RPGLIFE,0-3000000,25-50,50-75,Oct 19 2023 12:30PM Oct 20 2023 10:30AM,PDCB
Oct 20 2023 03:30PM,JTL Infra Ltd,JTLINFRA,0-3000000,0-25,50-75,Oct 19 2023 12:30PM Oct 20 2023 10:30AM,SuperTrendPDCB
Oct 26 2023 03:30PM,Shalby Ltd,SHALBY,0-3000000,25-50,25-50,Oct 25 2023 01:30PM Oct 26 2023 11:30AM,PDCB
Oct 27 2023 03:30PM,Sundram Fasteners Ltd,SUNDRMFAST,0-3000000,0-25,50-75,Oct 26 2023 12:30PM Oct 27 2023 10:30AM,PDCB
Oct 27 2023 03:30PM,Vijaya Diagnostic Centre Ltd,VIJAYA,0-3000000,0-25,50-75,Oct 26 2023 12:30PM Oct 27 2023 10:30AM,PDCB
Oct 31 2023 03:30PM,Gokaldas Exports Ltd,GOKEX,0-3000000,0-25,25-50,Oct 31 2023 09:30AM Oct 31 2023 01:30PM,PDCB
Nov 02 2023 03:30PM,Healthcare Global Enterprises Ltd,HCG,0-3000000,0-25,50-75,Nov 01 2023 01:30PM Nov 02 2023 11:30AM,PDCB
Nov 03 2023 03:30PM,Galaxy Surfactants Ltd,GALAXYSURF,0-3000000,0-25,50-75,Nov 02 2023 12:30PM Nov 03 2023 10:30AM,PDCB
Nov 03 2023 03:30PM,Sonata Software Ltd,SONATSOFTW,0-3000000,25-50,75-100,Nov 02 2023 12:30PM Nov 03 2023 10:30AM,PDCB
Nov 03 2023 03:30PM,Sobha Ltd,SOBHA,0-3000000,50-75,50-75,Nov 02 2023 12:30PM Nov 03 2023 10:30AM,RsaTrendPDCB
Nov 03 2023 03:30PM,Anand Rathi Wealth Ltd,ANANDRATHI,0-3000000,25-50,50-75,Nov 02 2023 12:30PM Nov 03 2023 10:30AM,PDCB
Nov 07 2023 03:30PM,Power Grid Corporation of India Ltd,POWERGRID,0-3000000,25-50,50-75,Nov 07 2023 09:30AM Nov 07 2023 01:30PM,PDCB
Nov 07 2023 03:30PM,UltraTech Cement Ltd,ULTRACEMCO,0-3000000,50-75,75-100,Nov 07 2023 09:30AM Nov 07 2023 01:30PM,PDCB
Nov 07 2023 03:30PM,Dilip Buildcon Ltd,DBL,0-3000000,25-50,50-75,Nov 07 2023 09:30AM Nov 07 2023 01:30PM,PDCB
Nov 07 2023 03:30PM,Arvind Fashions Ltd,ARVINDFASN,0-3000000,25-50,75-100,Nov 07 2023 09:30AM Nov 07 2023 01:30PM,PDCB
Nov 08 2023 03:30PM,Bharat Dynamics Ltd,BDL,0-3000000,50-75,50-75,Nov 07 2023 02:30PM Nov 08 2023 12:30PM,PDCB
Nov 08 2023 03:30PM,AIA Engineering Ltd,AIAENG,0-3000000,0-25,25-50,Nov 07 2023 02:30PM Nov 08 2023 12:30PM,PDCB
Nov 08 2023 03:30PM,Tube Investments of India Ltd,TIINDIA,0-3000000,25-50,50-75,Nov 07 2023 02:30PM Nov 08 2023 12:30PM,PDCB
Nov 10 2023 03:30PM,Max Financial Services Ltd,MFSL,0-3000000,25-50,50-75,Nov 09 2023 12:30PM Nov 10 2023 10:30AM,RsaTrendPDCB
Nov 10 2023 03:30PM,SRF Ltd,SRF,0-3000000,0-25,50-75,Nov 09 2023 12:30PM Nov 10 2023 10:30AM,PDCB
Nov 10 2023 03:30PM,Aurobindo Pharma Ltd,AUROPHARMA,0-3000000,50-75,75-100,Nov 09 2023 12:30PM Nov 10 2023 10:30AM,PDCB
Nov 10 2023 03:30PM,DLF Ltd,DLF,0-3000000,25-50,50-75,Nov 09 2023 12:30PM Nov 10 2023 10:30AM,PDCB
Nov 10 2023 03:30PM,Metro Brands Ltd,METROBRAND,0-3000000,0-25,50-75,Nov 09 2023 12:30PM Nov 10 2023 10:30AM,RsaTrendPDCB
Nov 15 2023 03:30PM,Hero MotoCorp Ltd,HEROMOTOCO,0-3000000,0-25,50-75,Nov 13 2023 02:30PM Nov 15 2023 12:30PM,PDCB
Nov 15 2023 03:30PM,Info Edge (India) Ltd,NAUKRI,0-3000000,25-50,75-100,Nov 13 2023 02:30PM Nov 15 2023 12:30PM,PDCB
Nov 15 2023 03:30PM,SBI Life Insurance Company Ltd,SBILIFE,0-3000000,0-25,50-75,Nov 13 2023 02:30PM Nov 15 2023 12:30PM,PDCB
Nov 15 2023 03:30PM,Varun Beverages Ltd,VBL,0-3000000,25-50,50-75,Nov 13 2023 02:30PM Nov 15 2023 12:30PM,SuperTrendPDCB
Nov 15 2023 03:30PM,Home First Finance Company India Ltd,HOMEFIRST,0-3000000,25-50,50-75,Nov 13 2023 02:30PM Nov 15 2023 12:30PM,RsaTrendPDCB
Nov 16 2023 03:30PM,Tube Investments of India Ltd,TIINDIA,0-3000000,0-25,50-75,Nov 15 2023 01:30PM Nov 16 2023 11:30AM,PDCB
Nov 16 2023 03:30PM,Amber Enterprises India Ltd,AMBER,0-3000000,25-50,50-75,Nov 15 2023 01:30PM Nov 16 2023 11:30AM,PDCB
Nov 17 2023 03:30PM,PB Fintech Ltd,POLICYBZR,0-3000000,50-75,50-75,Nov 16 2023 12:30PM Nov 17 2023 10:30AM,PDCB
Nov 21 2023 02:30PM,Exide Industries Ltd,EXIDEIND,0-3000000,50-75,75-100,Nov 20 2023 02:30PM Nov 21 2023 12:30PM,PDCB
Nov 21 2023 03:30PM,Voltamp Transformers Ltd,VOLTAMP,0-3000000,0-25,50-75,Nov 21 2023 09:30AM Nov 21 2023 01:30PM,PDCB
Nov 23 2023 03:30PM,Monarch Networth Capital Ltd,MONARCH,0-3000000,0-25,50-75,Nov 22 2023 01:30PM Nov 23 2023 11:30AM,RsaTrendPDCB
Nov 23 2023 03:30PM,Ajanta Pharma Ltd,AJANTPHARM,0-3000000,0-25,50-75,Nov 22 2023 01:30PM Nov 23 2023 11:30AM,PDCB
Nov 23 2023 03:30PM,REC Ltd,RECLTD,0-3000000,0-25,50-75,Nov 22 2023 01:30PM Nov 23 2023 11:30AM,PDCB
Nov 23 2023 03:30PM,Railtel Corporation of India Ltd,RAILTEL,0-3000000,25-50,75-100,Nov 22 2023 01:30PM Nov 23 2023 11:30AM,PDCB
Nov 23 2023 03:30PM,PG Electroplast Ltd,PGEL,0-3000000,25-50,50-75,Nov 22 2023 01:30PM Nov 23 2023 11:30AM,PDCB
Nov 24 2023 03:30PM,Macrotech Developers Ltd,LODHA,0-3000000,25-50,50-75,Nov 23 2023 12:30PM Nov 24 2023 10:30AM,PDCB
Nov 24 2023 03:30PM,PB Fintech Ltd,POLICYBZR,0-3000000,0-25,50-75,Nov 23 2023 12:30PM Nov 24 2023 10:30AM,PDCB
Nov 24 2023 03:30PM,Macrotech Developers Ltd,LODHA,0-3000000,25-50,50-75,Nov 23 2023 12:30PM Nov 24 2023 10:30AM,PDCB
Nov 24 2023 03:30PM,PB Fintech Ltd,POLICYBZR,0-3000000,0-25,50-75,Nov 23 2023 12:30PM Nov 24 2023 10:30AM,PDCB
Nov 28 2023 03:30PM,Fortis Healthcare Ltd,FORTIS,0-3000000,25-50,50-75,Nov 28 2023 09:30AM Nov 28 2023 01:30PM,PDCB
Nov 29 2023 03:30PM,Angel One Ltd,ANGELONE,0-3000000,0-25,50-75,Nov 28 2023 02:30PM Nov 29 2023 12:30PM,RsaTrendPDCB
Nov 30 2023 03:30PM,CSB Bank Ltd,CSBBANK,0-3000000,25-50,50-75,Nov 29 2023 01:30PM Nov 30 2023 11:30AM,PDCB
Nov 30 2023 03:30PM,PG Electroplast Ltd,PGEL,0-3000000,0-25,50-75,Nov 29 2023 01:30PM Nov 30 2023 11:30AM,RsaTrendPDCB
Nov 30 2023 03:30PM,PB Fintech Ltd,POLICYBZR,0-3000000,0-25,50-75,Nov 29 2023 01:30PM Nov 30 2023 11:30AM,RsaTrendPDCB
Nov 30 2023 03:30PM,India Pesticides Ltd,IPL,0-3000000,25-50,50-75,Nov 29 2023 01:30PM Nov 30 2023 11:30AM,RsaTrendPDCB
